32, 64000, 20, 50, 0.050000, 126323.335938, 800, 109.973, 0.137467
32, 32000, 20, 50, 0.050000, 97660.782693, 800, 63.018, 0.078772
32, 16000, 20, 50, 0.050000, 101969.757812, 800, 60.967, 0.076209
32, 8000, 20, 50, 0.050000, 73190.641343, 800, 14.513, 0.018142
32, 4000, 20, 50, 0.050000, 60983.141055, 800, 11.583, 0.014479
32, 1984, 20, 50, 0.050000, 65070.360874, 800, 4.591, 0.005738

16, 64000, 20, 50, 0.050000, 109922.087843, 800, 620.108, 0.775135
16, 32000, 20, 50, 0.050000, 109976.854137, 800, 358.798, 0.448497
16, 16000, 20, 50, 0.050000, 105946.136681, 800, 175.743, 0.219678
16, 8000, 20, 50, 0.050000, 85453.039062, 800, 111.535, 0.139419
16, 4000, 20, 50, 0.050000, 101802.047064, 800, 44.388, 0.055485
16, 2000, 20, 50, 0.050000, 52918.722656, 800, 22.386, 0.02798

8, 64000, 20, 50, 0.050000, 105945.712114, 800, 1335.081, 1.668851
8, 32000, 20, 50, 0.050000, 97660.782971, 800, 560.247, 0.700309
8, 16000, 20, 50, 0.050000, 97605.392030, 800, 267.286, 0.334107
8, 8000, 20, 50, 0.050000, 97660.054688, 800, 134.872, 0.168590
8, 4000, 20, 50, 0.050000, 97605.392063, 800, 158.684, 0.198355
8, 2000, 20, 50, 0.050000, 65182.641339, 800, 25.834, 0.032292

4, 64000, 20, 50, 0.050000, 109976.923367, 800, 2637.823, 3.297279
4, 32000, 20, 50, 0.050000, 109922.087843, 800, 1366.955, 1.708694
4, 16000, 20, 50, 0.050000, 101691.531250, 800, 882.087, 1.102609
4, 8000, 20, 50, 0.050000, 97605.392063, 800, 359.310, 0.449137
4, 4000, 20, 50, 0.050000, 97770.890625, 800, 176.639, 0.220799
4, 2000, 20, 50, 0.050000, 93629.142032, 800, 172.099, 0.215124

2, 32000, 20, 50, 0.050000, 97660.782962, 800, 2477.708, 3.097135
2, 16000, 20, 50, 0.050000, 109922.087841, 800, 770.591, 0.9632382
2, 8000, 20, 50, 0.050000, 109922.087843, 800, 400.705, 0.500881
2, 4000, 20, 50, 0.050000, 89375.000575, 800, 201.838, 0.252297
2, 2000, 20, 50, 0.050000, 105946.140625, 800, 102.513, 0.128141

1, 32000, 20, 50, 0.050000, 97605.112088, 800, 3419.622, 4.274528
1, 16000, 20, 50, 0.050000, 97660.782229, 800, 1152.072, 1.440089
1, 8000, 20, 50, 0.050000, 97660.782965, 800, 398.199, 0.497748
1, 4000, 20, 50, 0.050000, 97660.782978, 800, 201.068, 0.251335
1, 2000, 20, 50, 0.050000, 97605.392047, 800, 100.161, 0.125201
