cores, pop_size, num_particles, final_fitness, gen_count, elapsed, elapsed/gen_count

1, 2000, 50, 244317.148737, 497, 84.181, 0.169379
2, 2000, 50, 244318.112306, 572, 72.443, 0.126649
4, 2000, 50, 244483.533425, 602, 71.865, 0.119377
8, 2000, 50, 252270.487040, 687, 102.431, 0.149099
16, 2000, 50, 256579.333272, 609, 134.060, 0.220131
20, 2000, 50, 235921.791111, 445, 108.614, 0.244075
26, 2000, 50, 235920.912070, 469, 133.385, 0.284403
32, 2000, 50, 269003.185214, 523, 172.735, 0.330277
